CLUSTER,SCHEDULED_DEPARTURE,SCHEDULED_TIME,DISTANCE,MONTH,DAY_OF_WEEK,ARRIVAL_DELAY
0,1344.9271354556558,103.30473,512.22015,6.533174421811592,3.821298412198101,5.0407786
1,1286.2823913437708,236.37988,1589.1989,6.582034697455117,4.194934413347035,2.9748414
